COURSE_ID,TITLE,Database,Python,CloudComputing,DataAnalysis,Containers,MachineLearning,ComputerVision,DataScience,BigData,Chatbot,R,BackendDev,FrontendDev,Blockchain
excourse70,big data   capstone project,1,0,0,0,0,0,0,0,1,0,0,0,0,0
excourse71,big data essentials  hdfs  mapreduce and spark rdd,1,0,0,0,0,0,0,0,1,0,0,0,0,0
excourse72,foundations for big data analysis with sql,1,0,0,1,0,0,0,0,1,0,0,0,0,0
excourse73,analyzing big data with sql,1,0,0,1,0,0,0,0,1,0,0,0,0,0
excourse74,fundamentals of big data,0,0,0,0,0,0,0,0,1,0,0,0,0,0
excourse75,hadoop platform and application framework,0,0,0,0,0,0,0,0,1,0,0,1,0,0
excourse76,working with big data,0,0,0,0,0,0,0,0,1,0,0,0,0,0
excourse77,natural language processing with attention models,0,0,0,0,0,1,0,0,0,0,0,0,0,0
excourse78,natural language processing with sequence models,0,0,0,0,0,1,0,0,0,0,0,0,0,0
excourse79,natural language processing with probabilistic models,0,0,0,0,0,1,0,0,0,0,0,0,0,0
excourse80,r programming,0,0,0,0,0,0,0,0,0,0,1,0,0,0
excourse81,data analysis with r programming,0,0,0,0,0,0,0,0,0,0,1,0,0,0
excourse82,getting started with data visualization in r,0,0,0,1,0,0,0,0,0,0,1,0,0,0
excourse83,introduction to probability and data with r,0,0,0,1,0,0,0,0,0,0,1,0,0,0
excourse84,using r for regression and machine learning in investment ,0,0,0,1,0,0,0,0,0,0,1,0,0,0
excourse85,data visualization in r with ggplot2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
excourse86,the r programming environment,0,0,0,0,0,0,0,0,0,0,1,0,0,0
excourse87,html  css  and javascript for web developers,0,0,0,0,0,0,0,0,0,0,0,0,1,0
excourse88,javascript basics,0,0,0,0,0,0,0,0,0,0,0,1,1,0
excourse89,javascript  jquery  and json,0,0,0,0,0,0,0,0,0,0,0,1,1,0
excourse90,programming foundations with javascript  html and css,0,0,0,0,0,0,0,0,0,0,0,1,1,0
excourse91,front end web development with react,0,0,0,0,0,0,0,0,0,0,0,0,1,0
excourse92,introduction to web development,0,0,0,0,0,0,0,0,0,0,0,1,1,0
excourse93,interactivity with javascript and jquery,0,0,0,0,0,0,0,0,0,0,0,1,1,0
