user,Database,Python,CloudComputing,DataAnalysis,Containers,MachineLearning,ComputerVision,DataScience,BigData,Chatbot,R,BackendDev,FrontendDev,Blockchain
371509,9.0,3.0,3.0,6.0,0.0,15.0,0.0,6.0,15.0,0.0,3.0,3.0,0.0,0.0
371561,9.0,9.0,0.0,6.0,0.0,6.0,0.0,15.0,9.0,0.0,3.0,0.0,0.0,0.0
371651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
371689,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
371786,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
371848,0.0,0.0,0.0,3.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
371850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
371864,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
371878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
371880,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
371979,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372004,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372155,3.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.0
372296,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372349,3.0,3.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
372482,45.0,12.0,12.0,21.0,3.0,18.0,0.0,21.0,42.0,0.0,9.0,18.0,0.0,6.0
372522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
372730,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0
372823,21.0,3.0,0.0,3.0,0.0,12.0,0.0,0.0,21.0,0.0,3.0,0.0,0.0,0.0
372836,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
372990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
373063,12.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,3.0,0.0,0.0
373076,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
373125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
373341,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
373387,6.0,0.0,3.0,6.0,0.0,6.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
373466,9.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0
373565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
374792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
374804,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0
374832,3.0,0.0,0.0,3.0,0.0,12.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0
374902,0.0,6.0,3.0,3.0,0.0,12.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
374911,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
374922,3.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0
375355,12.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0
375376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
375441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
375447,3.0,0.0,3.0,3.0,0.0,6.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
375566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
375602,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375665,6.0,9.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0
375677,6.0,9.0,0.0,6.0,0.0,3.0,0.0,6.0,3.0,0.0,6.0,0.0,0.0,0.0
375722,9.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,3.0
375900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
375925,9.0,3.0,0.0,3.0,0.0,0.0,0.0,15.0,9.0,0.0,3.0,0.0,0.0,0.0
375959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
376011,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
376018,0.0,3.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
376107,6.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,6.0,0.0,6.0
376156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
376190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
376278,9.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
376300,3.0,12.0,0.0,6.0,0.0,6.0,0.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0
376450,3.0,6.0,0.0,0.0,0.0,3.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
376588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
376643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
376756,3.0,9.0,0.0,3.0,0.0,3.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
376785,6.0,0.0,9.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.0
376849,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
376858,0.0,3.0,0.0,3.0,0.0,3.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0
376875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
376893,12.0,12.0,0.0,15.0,0.0,9.0,0.0,12.0,3.0,0.0,12.0,0.0,0.0,0.0
376894,2.0,2.0,2.0,2.0,0.0,4.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0
376936,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
376991,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
377204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
377275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
377431,12.0,9.0,3.0,15.0,0.0,12.0,0.0,21.0,12.0,0.0,3.0,3.0,0.0,6.0
377519,15.0,3.0,0.0,3.0,0.0,0.0,0.0,12.0,12.0,0.0,6.0,3.0,0.0,0.0
377662,3.0,3.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,6.0
377824,3.0,0.0,0.0,6.0,0.0,9.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
377825,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0
377956,9.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0
378162,6.0,6.0,0.0,3.0,0.0,3.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0
378177,0.0,12.0,0.0,6.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,6.0
378222,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
378419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
378530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
378824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
379189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
379401,6.0,9.0,3.0,12.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0
379545,3.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
379553,12.0,0.0,0.0,12.0,3.0,0.0,0.0,3.0,12.0,0.0,3.0,9.0,3.0,3.0
379605,6.0,0.0,0.0,9.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
379613,15.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0
379699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
379857,12.0,0.0,3.0,9.0,0.0,3.0,0.0,0.0,12.0,3.0,0.0,3.0,0.0,3.0
379889,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
380013,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380063,3.0,9.0,0.0,6.0,0.0,9.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
380096,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
380098,9.0,15.0,12.0,21.0,12.0,39.0,0.0,24.0,3.0,0.0,12.0,12.0,0.0,3.0
380129,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
380136,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,9.0,0.0
380207,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380254,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
380421,0.0,0.0,3.0,3.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
380699,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,3.0
380749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
380850,3.0,9.0,0.0,6.0,0.0,6.0,0.0,12.0,3.0,0.0,3.0,0.0,0.0,0.0
380956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
381045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
381205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
381280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
381375,6.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,3.0
381412,9.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0
381453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
381866,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,3.0,0.0
381881,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382146,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
382165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
382236,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
382324,9.0,6.0,0.0,6.0,0.0,3.0,0.0,9.0,6.0,0.0,3.0,9.0,3.0,0.0
382562,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382706,0.0,0.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,3.0,0.0,0.0
382781,63.0,12.0,3.0,48.0,0.0,30.0,0.0,27.0,54.0,3.0,15.0,12.0,0.0,3.0
382789,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
382804,12.0,0.0,3.0,12.0,0.0,18.0,0.0,9.0,9.0,0.0,0.0,9.0,0.0,6.0
382818,0.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0
382860,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382887,3.0,3.0,0.0,3.0,0.0,9.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0
383141,9.0,0.0,6.0,6.0,0.0,0.0,0.0,3.0,9.0,0.0,3.0,3.0,0.0,0.0
383195,6.0,6.0,18.0,12.0,9.0,18.0,0.0,12.0,6.0,3.0,3.0,6.0,0.0,0.0
383202,0.0,0.0,3.0,5.0,0.0,3.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0
383224,9.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,9.0,0.0,6.0,0.0,0.0,0.0
383364,9.0,3.0,0.0,9.0,0.0,3.0,0.0,6.0,12.0,0.0,0.0,3.0,0.0,0.0
383405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
383551,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,6.0,0.0,0.0
383936,9.0,3.0,0.0,6.0,0.0,12.0,0.0,12.0,9.0,0.0,6.0,0.0,0.0,0.0
384669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
384808,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385015,18.0,3.0,0.0,12.0,0.0,9.0,0.0,9.0,24.0,0.0,3.0,3.0,0.0,0.0
385039,6.0,0.0,0.0,3.0,0.0,3.0,0.0,12.0,3.0,0.0,3.0,0.0,0.0,0.0
385112,6.0,9.0,0.0,3.0,0.0,6.0,0.0,12.0,6.0,0.0,0.0,3.0,0.0,0.0
385140,15.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0
385174,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0
385177,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385274,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
385282,30.0,12.0,3.0,33.0,0.0,27.0,0.0,27.0,33.0,0.0,15.0,6.0,0.0,0.0
385511,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
385604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
385648,6.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
385842,9.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,24.0,9.0,0.0
385928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
386000,9.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0
386091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
386191,3.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0
386353,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386380,18.0,6.0,12.0,3.0,12.0,6.0,0.0,12.0,18.0,0.0,0.0,12.0,3.0,3.0
386432,12.0,6.0,3.0,6.0,6.0,0.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0
386515,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
386555,12.0,6.0,3.0,9.0,0.0,3.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0
386585,12.0,3.0,0.0,6.0,3.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0
386630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
386746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
386847,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,9.0,0.0,3.0
387049,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387157,18.0,6.0,3.0,9.0,3.0,27.0,0.0,12.0,9.0,0.0,3.0,21.0,3.0,3.0
387225,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
387257,9.0,6.0,0.0,6.0,0.0,15.0,0.0,6.0,3.0,0.0,6.0,3.0,0.0,3.0
387357,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387359,24.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,6.0,0.0,0.0
387636,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
387807,15.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,21.0,0.0,3.0,3.0,0.0,0.0
388035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
388155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
388170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
388179,21.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,3.0,0.0,0.0
388201,9.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0
388256,9.0,9.0,3.0,15.0,0.0,0.0,0.0,6.0,9.0,0.0,6.0,0.0,0.0,0.0
388284,12.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,6.0,0.0,0.0
388313,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
388333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
388362,6.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
388459,30.0,3.0,0.0,21.0,0.0,6.0,0.0,21.0,30.0,3.0,9.0,3.0,0.0,0.0
388517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
388519,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388548,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,9.0,0.0
388633,18.0,3.0,0.0,6.0,0.0,6.0,0.0,12.0,18.0,0.0,0.0,12.0,9.0,0.0
388829,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
388852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
388904,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
388971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
388988,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389009,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
389042,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389175,12.0,3.0,0.0,6.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0
389406,9.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,3.0
389409,3.0,0.0,0.0,6.0,0.0,6.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,0.0
389481,15.0,0.0,3.0,0.0,3.0,0.0,0.0,6.0,15.0,0.0,0.0,3.0,0.0,6.0
389630,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
389752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
389776,6.0,3.0,3.0,0.0,0.0,6.0,0.0,3.0,6.0,3.0,0.0,3.0,0.0,6.0
389785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
389867,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
389991,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
390004,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
390021,3.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0
390098,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390104,21.0,0.0,0.0,9.0,0.0,9.0,0.0,12.0,21.0,0.0,3.0,0.0,0.0,0.0
390127,21.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,6.0,0.0,3.0
390162,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
390213,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
390668,9.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,9.0,0.0,3.0,0.0,0.0,0.0
390752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
390790,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390825,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
390868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
390940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
390981,6.0,9.0,6.0,6.0,3.0,3.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
391006,3.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0
391030,6.0,3.0,3.0,3.0,0.0,6.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
391160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
391269,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391339,12.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,15.0,9.0,0.0
391384,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
391467,0.0,0.0,12.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,3.0,0.0
391483,38.0,3.0,0.0,12.0,0.0,6.0,0.0,15.0,35.0,0.0,9.0,12.0,0.0,0.0
391562,0.0,6.0,3.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
391580,0.0,6.0,0.0,6.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
391610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
391711,15.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0
392288,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,3.0,3.0,0.0,0.0
392350,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
392501,6.0,12.0,0.0,9.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
392999,18.0,0.0,0.0,6.0,0.0,12.0,0.0,18.0,18.0,0.0,6.0,3.0,0.0,3.0
393003,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,6.0,3.0
393058,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
393173,15.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,12.0,0.0,6.0,0.0,0.0,0.0
